date,price,bedrooms,bathrooms,sqft_living,sqft_log,floors,waterfront,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
5/6/2014 00:00,886000,4,2,2660,3900,1.5,no,1480,1180,1923,,1926 E Lynn St,Seattle,WA 98112,USA
5/6/2014 00:00,270000,3,1,1500,13500,1,no,1500,0,1968,,20147 SE 152nd St,Renton,WA 98059,USA
5/6/2014 00:00,275000,3,3,1390,1080,2,no,1140,250,2006,,4022 S Bozeman St,Seattle,WA 98118,USA
6/6/2014 00:00,385200,4,1,1550,7740,1.5,no,1550,0,1954,2005,9014 34th Ave SW,Seattle,WA 98126,USA
6/6/2014 00:00,387500,3,1,1560,14333,1,no,1560,0,1953,1983,18975 Marine View Dr SW,Normandy Park,WA 98166,USA
6/6/2014 00:00,294700,3,2,1970,9600,1,no,1300,670,1967,,2604 S 357th St,Federal Way,WA 98003,USA
6/6/2014 00:00,500000,4,1,1720,4011,1.5,no,1720,0,1904,,3004 NW 59th St,Seattle,WA 98107,USA
6/6/2014 00:00,1300000,4,4,4270,6002,2,no,3180,1090,2004,2003,1645 30th Ave NE,Issaquah,WA 98029,USA
19/6/2014 00:00,350000,2,1,1620,9205,1,no,850,770,1921,,12411 84th Ave NE,Kirkland,WA 98034,USA
24/6/2014 00:00,350000,2,1,740,7680,1,no,740,0,1922,,8802 30th Ave SW,Seattle,WA 98126,USA
6/6/2014 00:00,809950,4,2,2230,9900,1.5,no,2230,0,1959,,12519 SE 15th St,Bellevue,WA 98005,USA
22/5/2014 00:00,353250,2,1,1060,1600,2,no,1060,0,1979,2014,1523 30th Ave S,Seattle,WA 98144,USA
6/6/2014 00:00,185000,3,1,1840,8100,1,no,920,920,1953,1983,16433 12th Ave SW,Burien,WA 98166,USA
28/5/2014 00:00,355000,2,1,1270,3200,1,no,960,310,1920,,4038 Linden Ave N,Seattle,WA 98103,USA
6/6/2014 00:00,435000,3,2,980,5000,1,no,980,0,1940,1996,830 Davis Pl S,Seattle,WA 98144,USA
6/6/2014 00:00,160000,3,1,1210,103237,1,no,1210,0,1918,1960,20505 Vashon Ave,Vashon,WA 98070,USA
6/6/2014 00:00,539000,3,2,2260,9568,1,no,1780,480,1985,,21132 NE 42nd St,Sammamish,WA 98074,USA
6/6/2014 00:00,407193,4,2,1880,14653,2,no,1880,0,1978,,31229 NE 111th St,Carnation,WA 98014,USA
6/6/2014 00:00,739000,4,3,2720,3800,2,no,1800,920,1919,1934,6326 20th Ave NE,Seattle,WA 98115,USA
20/6/2014 00:00,355000,2,1,1240,27042,1,no,1000,240,1943,2002,11516 103rd Ave SW,Vashon,WA 98070,USA
6/6/2014 00:00,895000,4,3,3240,5562,2,no,3240,0,2013,1923,1852 271st Ave SE,Sammamish,WA 98075,USA
7/6/2014 00:00,490000,3,3,1730,2940,3,no,1730,0,1985,,2639 NW 86th St,Seattle,WA 98117,USA
8/6/2014 00:00,455000,3,1,1300,3550,1.5,no,1300,0,1927,2011,5606 8th Ave NE,Seattle,WA 98105,USA
8/6/2014 00:00,540000,5,3,2870,4369,2,no,2090,780,2007,,11175 NE 162nd St,Bothell,WA 98011,USA
9/6/2014 00:00,410000,3,1,1410,5060,1,no,910,500,1956,,10711 Ashworth Ave N,Seattle,WA 98133,USA
9/6/2014 00:00,525000,3,3,2470,36445,2,no,2470,0,1980,,25616 SE 152nd St,Issaquah,WA 98027,USA
9/6/2014 00:00,700000,4,3,3150,7778,2,no,3150,0,2000,,24012 SE 13th Pl,Sammamish,WA 98075,USA
5/6/2014 00:00,356000,2,1,920,4095,1,no,920,0,1914,1945,5968 44th Ave S,Seattle,WA 98118,USA
9/6/2014 00:00,305100,3,2,1590,35988,1,no,1590,0,1974,,18429 W Lake Desire Dr SE,Renton,WA 98058,USA
9/5/2014 00:00,360000,2,1,1420,81892,1,no,1180,240,1956,2001,18730-18798 109 Ln SE,Renton,WA 98055,USA
7/5/2014 00:00,361280,2,1,820,6400,1,no,820,0,1944,,5902 37th Ave SW,Seattle,WA 98126,USA
9/6/2014 00:00,325000,3,2,1350,11805,1,no,1350,0,1986,,14329 275th Ave NE,Duvall,WA 98019,USA
9/6/2014 00:00,290000,4,3,2390,4500,2,no,2390,0,1974,,312 Wells Ave N,Renton,WA 98057,USA
9/6/2014 00:00,234999,3,1,1330,8912,1,no,1330,0,1948,1994,4725 S 172nd St,SeaTac,WA 98188,USA
4/6/2014 00:00,365000,2,1,1250,8100,1,no,1250,0,1947,1988,13727 1st Ave NE,Seattle,WA 98125,USA
19/5/2014 00:00,367000,2,1,700,2334,1,no,700,0,1945,2010,2632 NW North Beach Dr,Seattle,WA 98117,USA
9/6/2014 00:00,428000,3,2,1310,2550,1,no,780,530,1986,,8519 Fremont Ave N,Seattle,WA 98103,USA
9/6/2014 00:00,364900,3,3,2500,8304,2,no,2500,0,1997,,13124 SE 223rd Ct,Kent,WA 98031,USA
9/6/2014 00:00,240000,4,1,1910,16320,1.5,no,1910,0,1934,1978,9817 26th Ave SW,Seattle,WA 98106,USA
9/6/2014 00:00,235000,3,1,1590,13000,1.5,no,1590,0,1944,,13726-13736 8th Ave SW,Burien,WA 98166,USA
10/6/2014 00:00,571000,4,2,2750,7807,1.5,no,2250,500,1916,,12042 38th Ave NE,Seattle,WA 98125,USA
10/6/2014 00:00,1025000,5,4,3760,28040,2,no,3760,0,1983,2009,4143 118th Ave NE,Kirkland,WA 98033,USA
12/6/2014 00:00,370000,2,1,1220,17172,1,no,1220,0,1947,1988,13314 NE 104th St,Kirkland,WA 98033,USA
10/6/2014 00:00,700000,3,2,2080,3880,1,no,1160,920,1954,,7735 27th Ave NW,Seattle,WA 98117,USA
10/6/2014 00:00,569000,5,3,3670,10583,1,no,2060,1610,1952,1998,5011 NE 180th St,Lake Forest Park,WA 98155,USA
10/6/2014 00:00,558000,4,2,2180,3870,1,no,1020,1160,1900,2005,729 23rd Ave,Seattle,WA 98122,USA
13/6/2014 00:00,370000,2,1,900,4600,1,no,900,0,1951,1994,307 NW 87th St,Seattle,WA 98117,USA
10/6/2014 00:00,490000,3,2,2220,10275,2,no,1640,580,1980,,15 Mt Pilchuck Ave NW,Issaquah,WA 98027,USA
1/7/2014 00:00,370000,2,1,860,6050,1,no,860,0,1952,2008,3818 53rd Ave SW,Seattle,WA 98116,USA
10/6/2014 00:00,100000,4,1,1120,2685,1,no,860,260,1939,1969,1006 N 5th St,Renton,WA 98057,USA
10/6/2014 00:00,417500,4,1,1390,10800,1.5,no,1390,0,1941,1998,115 NW 132nd St,Seattle,WA 98177,USA
10/6/2014 00:00,1240000,5,3,2830,7500,2,no,2460,370,1923,1998,4007 48th Ave NE,Seattle,WA 98105,USA
10/6/2014 00:00,483300,4,2,1210,11100,1,no,1210,0,1955,2009,3911 147th Ave SE,Bellevue,WA 98006,USA
10/6/2014 00:00,165000,3,1,970,6600,1,no,970,0,1965,1993,13240 Occidental Ave S,Burien,WA 98168,USA
10/6/2014 00:00,219900,3,1,970,7742,1,no,970,0,1967,,31716 6th Ave S,Federal Way,WA 98003,USA
3/7/2014 00:00,370000,2,1,860,5040,1,no,860,0,1956,2001,9257 7th Ave NW,Seattle,WA 98117,USA
22/5/2014 00:00,373500,2,1,800,3330,1,no,800,0,1918,,108 NW 41st St,Seattle,WA 98107,USA
10/6/2014 00:00,1070000,3,3,2940,4622,2,no,2230,710,1988,,4814 University View Pl NE,Seattle,WA 98105,USA
4/6/2014 00:00,375000,2,1,820,6250,1,no,820,0,1922,,6018 41st Ave SW,Seattle,WA 98136,USA
10/6/2014 00:00,516200,3,2,2110,5150,1,no,1080,1030,1919,1934,4836 S Findlay St,Seattle,WA 98118,USA
21/6/2014 00:00,375000,2,1,1230,1820,2,no,830,400,1948,,3257 NW Market St,Seattle,WA 98107,USA
10/6/2014 00:00,310000,4,1,1740,11075,1.5,no,1740,0,1965,1993,2109 N 161st Pl,Shoreline,WA 98133,USA
10/6/2014 00:00,251750,3,2,1320,7200,1,no,1320,0,1975,,12526 SE 232nd St,Kent,WA 98031,USA
10/6/2014 00:00,149500,3,1,1010,9450,1,no,1010,0,1959,,27019 15th Ave S,Des Moines,WA 98198,USA
10/6/2014 00:00,555000,3,2,2180,4976,1.5,no,1680,500,1930,,3763 SW Hinds St,Seattle,WA 98126,USA
10/6/2014 00:00,307000,4,1,1150,8184,1.5,no,1150,0,1947,2012,15562 9th Ave NE,Shoreline,WA 98155,USA
10/6/2014 00:00,360000,4,2,1630,10375,1,no,1630,0,1968,,17602 197th Pl NE,Woodinville,WA 98077,USA
10/6/2014 00:00,199500,3,1,920,9812,1,no,920,0,1962,,34021 40th Ave S,Auburn,WA 98001,USA
10/6/2014 00:00,749000,3,1,1580,5000,1.5,no,1580,0,1926,2003,7526 Jones Ave NW,Seattle,WA 98117,USA
20/5/2014 00:00,376000,2,1,1150,4000,1,no,1150,0,1947,2012,2825 W Elmore St,Seattle,WA 98199,USA
9/6/2014 00:00,378500,2,1,730,7528,1,no,730,0,1946,,2048 NE 97th St,Seattle,WA 98115,USA
11/6/2014 00:00,371500,3,2,1370,8336,1,no,1370,0,1964,,2320 N 161st St,Shoreline,WA 98133,USA
11/6/2014 00:00,588000,4,2,1680,5000,1,no,980,700,1950,2005,7734 39th Ave NE,Seattle,WA 98115,USA
23/5/2014 00:00,379000,2,1,800,6380,1,no,800,0,1940,1996,1709 NE 86th St,Seattle,WA 98115,USA
11/6/2014 00:00,495000,6,5,3440,4500,2,no,3280,160,2007,,321 Hardie Ave NW,Renton,WA 98057,USA
11/6/2014 00:00,665000,6,3,4250,4400,2.5,no,3020,1230,1902,,3907 S Edmunds St,Seattle,WA 98118,USA
7/5/2014 00:00,379500,2,1,1640,17335,1,no,840,800,1978,,3301-3389 289th Ave NE,Redmond,WA 98053,USA
23/6/2014 00:00,379509.1667,2,1,880,6413,1,no,880,0,1950,2005,3429 49th Ave SW,Seattle,WA 98116,USA
11/6/2014 00:00,354000,3,1,940,10368,1,no,940,0,1965,1993,15550 NE 60th St,Redmond,WA 98052,USA
11/6/2014 00:00,220000,3,1,1050,6300,1,no,1050,0,1942,1999,10102 33rd Ave SW,Seattle,WA 98146,USA
2/6/2014 00:00,380000,2,1,1210,4800,1,no,1060,150,1950,2005,4532 13th Ave S,Seattle,WA 98108,USA
9/7/2014 00:00,380000,2,1,780,3910,1,no,780,0,1918,,4112 38th Ave SW,Seattle,WA 98126,USA
11/6/2014 00:00,371000,3,1,890,7200,1,no,890,0,1951,1994,3843 NE 113th St,Seattle,WA 98125,USA
11/6/2014 00:00,148000,1,1,620,8261,1,no,620,0,1939,1969,9854 25th Ave SW,Seattle,WA 98106,USA
11/6/2014 00:00,476000,3,1,1140,5500,1.5,no,1140,0,1908,,4415 29th Ave W,Seattle,WA 98199,USA
25/6/2014 00:00,381500,2,1,900,2910,1,no,900,0,1924,1956,519 NE 79th St,Seattle,WA 98115,USA
11/6/2014 00:00,317000,3,1,1160,8813,1,no,1160,0,1952,2008,13319 1st Ave NE,Seattle,WA 98125,USA
11/6/2014 00:00,460000,3,2,2060,4437,1,no,1030,1030,1929,,3720 35th Ave SW,Seattle,WA 98126,USA
11/6/2014 00:00,405000,3,2,1640,7201,1,no,1640,0,1948,1994,12711 37th Ave NE,Seattle,WA 98125,USA
7/7/2014 00:00,382500,2,1,1190,4440,1,no,1190,0,1981,2013,3825 NE 117th St,Seattle,WA 98125,USA
11/6/2014 00:00,427000,4,1,1860,4736,1.5,no,1860,0,1901,,2411-2499 E Roy St,Seattle,WA 98112,USA
11/6/2014 00:00,619400,4,2,2090,3610,1.5,no,1790,300,1927,,8044 14th Avenue Northeast,Seattle,WA 98115,USA
11/6/2014 00:00,881000,5,3,2510,4125,1.5,no,1590,920,1925,,540 33rd Ave S,Seattle,WA 98144,USA
11/6/2014 00:00,234000,3,2,1640,5280,1.5,no,1640,0,1910,,28 M St NE,Auburn,WA 98002,USA
16/6/2014 00:00,385000,2,1,830,26329,1,yes,830,0,1928,,7310 SW Maury Park Rd,Vashon,WA 98070,USA
12/6/2014 00:00,465250,5,2,1940,7642,1.5,no,1940,0,1957,2000,20028 18th Ave NW,Shoreline,WA 98177,USA
,,,,,,,,,,,,,,,
29/5/2014 00:00,389000,2,1,910,7000,1,no,910,0,1952,2008,2043 NE 98th St,Seattle,WA 98115,USA
12/6/2014 00:00,678500,3,2,2460,6600,1,no,1370,1090,1952,,9108 40th Ave SW,Seattle,WA 98136,USA
12/6/2014 00:00,342500,3,2,2080,11375,1,no,2080,0,2002,,3322 261st Pl SE,Enumclaw,WA 98022,USA
12/6/2014 00:00,580000,5,2,2060,6000,2,no,2060,0,1903,2005,2107 NE 55th St,Seattle,WA 98105,USA
12/6/2014 00:00,405000,3,1,1330,15678,1,no,900,430,1984,,3009 229th Pl NE,Sammamish,WA 98074,USA
12/6/2014 00:00,445000,3,1,1050,5664,1,no,910,140,1947,1988,8244 40th Ave NE,Seattle,WA 98115,USA
14/5/2014 00:00,394475,2,1,830,4000,1,no,830,0,1955,2005,8715 17th Ave NW,Seattle,WA 98117,USA
12/6/2014 00:00,545000,3,1,1510,5000,1.5,no,1510,0,1909,2004,5726 28th Ave NE,Seattle,WA 98105,USA
12/6/2014 00:00,440000,3,1,1210,5750,1.5,no,1210,0,1910,,7006 46th Ave SW,Seattle,WA 98136,USA
12/6/2014 00:00,795000,3,2,2420,17859,1,no,1500,920,1979,,7215 NE 119th Pl,Kirkland,WA 98034,USA
12/6/2014 00:00,397990,3,1,1180,11862,1,no,1180,0,1948,,11739 4th Ave NW,Seattle,WA 98177,USA
29/5/2014 00:00,395000,2,1,1320,1824,1.5,no,1320,0,1909,1989,2000 30th Ave S,Seattle,WA 98144,USA
12/6/2014 00:00,310000,5,3,1880,5000,1,no,1100,780,1997,,6343 23rd Ave SW,Seattle,WA 98106,USA
12/6/2014 00:00,835000,3,3,2790,12523,2,yes,1600,1190,1977,,27231 8th Ave S,Des Moines,WA 98198,USA
12/6/2014 00:00,495000,3,2,1769,9300,1,no,1769,0,1955,2009,531 SW 181st St,Normandy Park,WA 98166,USA
12/6/2014 00:00,440000,3,1,1710,6556,1.5,no,1200,510,1926,1993,12220 Phinney Ave N,Seattle,WA 98133,USA
12/6/2014 00:00,656500,4,2,2710,4750,1,no,1460,1250,1919,1985,6326 21st Ave NE,Seattle,WA 98115,USA
12/6/2014 00:00,660000,3,3,2340,2970,2,no,2160,180,1925,,743 N 80th St,Seattle,WA 98103,USA
9/7/2014 00:00,395000,2,1,930,6380,1,no,930,0,1940,2001,548 NE 86th St,Seattle,WA 98115,USA
12/6/2014 00:00,349950,3,1,1060,9525,1,no,1060,0,1966,1963,17129 NE 95th St,Redmond,WA 98052,USA
20/5/2014 00:00,396675,2,1,1730,6375,2,no,1730,0,1945,,7358 28th Ave SW,Seattle,WA 98126,USA
22/5/2014 00:00,398000,2,1,590,10945,1.5,no,590,0,1983,2009,29613-29615 232nd Ave SE,Black Diamond,WA 98010,USA
12/6/2014 00:00,1240000,5,4,4410,14380,2,no,4410,0,2006,,16416 NE 40th St,Redmond,WA 98052,USA
30/5/2014 00:00,399000,2,1,940,4800,1,no,940,0,1911,1955,3209 63rd Ave SW,Seattle,WA 98116,USA
13/6/2014 00:00,589000,4,3,2440,9600,2,no,2440,0,1961,,11611 106th Ave NE,Kirkland,WA 98034,USA
13/6/2014 00:00,206135,3,1,1340,11070,1,no,1340,0,1978,2000,12129 SE 277th Pl,Kent,WA 98030,USA
10/6/2014 00:00,399950,2,1,710,1157,2,no,710,0,1943,,2358 Fairview Ave E,Seattle,WA 98102,USA
13/6/2014 00:00,304000,3,1,1280,8184,1.5,no,1280,0,1947,1988,16225 10th Ave NE,Shoreline,WA 98155,USA
11/6/2014 00:00,399950,2,1,710,1131,2,no,710,0,1943,,2358 Fairview Ave E,Seattle,WA 98102,USA
13/6/2014 00:00,775000,4,2,3140,10875,1,no,1940,1200,1939,1969,3704 W Lawton St,Seattle,WA 98199,USA
13/6/2014 00:00,499950,3,1,1830,3000,1.5,no,1430,400,1926,2003,611 N 46th St,Seattle,WA 98103,USA
13/6/2014 00:00,205000,3,1,1290,6566,1,no,1290,0,1976,,33601-33799 35th Ave SW,Federal Way,WA 98023,USA
13/6/2014 00:00,153000,3,1,1270,6405,1.5,no,1270,0,1944,,12015 75th Ave S,Seattle,WA 98178,USA
13/6/2014 00:00,585000,3,1,1870,2807,1.5,no,1580,290,1927,,111 NW 53rd St,Seattle,WA 98107,USA
5/5/2014 00:00,400000,2,1,840,5510,1,no,840,0,1955,2005,4515 SW Trenton St,Seattle,WA 98136,USA
13/6/2014 00:00,430000,3,2,1910,5040,1.5,no,1910,0,1971,,2415 209th Ave NE,Sammamish,WA 98074,USA
14/5/2014 00:00,400000,2,1,980,2130,1,no,860,120,1918,1974,6520-6588 8th Ave NW,Seattle,WA 98117,USA
27/5/2014 00:00,400000,2,1,1470,6120,1,no,1470,0,1940,,3825 NE 87th St,Seattle,WA 98115,USA
13/6/2014 00:00,589000,3,2,2250,8800,1,no,1250,1000,1925,1968,3406 60th Ave SW,Seattle,WA 98116,USA
9/6/2014 00:00,400000,2,1,1140,5100,1,no,1140,0,1942,1999,3922 SW Kenyon St,Seattle,WA 98136,USA
13/6/2014 00:00,538000,3,1,1460,7200,1,no,1260,200,1906,2014,8018 Wallingford Ave N,Seattle,WA 98103,USA
13/6/2014 00:00,530100,3,1,1540,3399,1.5,no,1200,340,1926,2003,123 NW 78th St,Seattle,WA 98117,USA
13/6/2014 00:00,718500,3,2,2910,6600,2,no,1920,990,1900,1988,3959 S Ferdinand St,Seattle,WA 98118,USA
13/6/2014 00:00,171000,4,2,1520,19672,1,no,1020,500,1920,1979,15014 42nd Ave S,Tukwila,WA 98188,USA
13/6/2014 00:00,540000,5,3,3610,9775,2,no,3610,0,2003,,24760 SE 276th Pl,Maple Valley,WA 98038,USA
13/6/2014 00:00,575000,3,3,1384,1287,2,no,1144,240,2006,,1128 10th Ave E,Seattle,WA 98102,USA
14/6/2014 00:00,397500,3,2,1510,6710,1,no,1070,440,1972,2002,9325 NE 133rd St,Kirkland,WA 98034,USA
29/5/2014 00:00,402000,2,1,710,1173,2,no,710,0,1943,,2348 Fairview Ave E,Seattle,WA 98102,USA
15/6/2014 00:00,520500,3,2,1900,8100,1,no,950,950,1940,2001,834 NE 97th St,Seattle,WA 98115,USA
15/6/2014 00:00,506000,5,3,2430,8000,1,no,1370,1060,1957,2001,16437 SE 8th St,Bellevue,WA 98008,USA
15/6/2014 00:00,416000,3,1,1110,12150,1,no,1110,0,1957,2001,717 164th Ave SE,Bellevue,WA 98008,USA
16/6/2014 00:00,371025,3,2,1530,8925,1,no,1530,0,1977,2004,10536 NE 148th Ct,Bothell,WA 98011,USA
26/6/2014 00:00,402000,2,1,620,2475,1,no,620,0,1911,1984,5001-5099 11th Ave NW,Seattle,WA 98107,USA
16/6/2014 00:00,265000,3,1,1000,9150,1,no,1000,0,1969,2010,16206 SE 134th St,Renton,WA 98059,USA
16/6/2014 00:00,418000,4,3,2360,6250,1,no,1460,900,1960,2012,9957 Rainier Ave S,Seattle,WA 98118,USA
1/7/2014 00:00,402500,2,1,800,2280,1,no,800,0,1946,,4235 4th Ave NW,Seattle,WA 98107,USA
16/6/2014 00:00,300000,5,3,1940,6355,1,no,1200,740,2007,,11720 8th Ave S,Seattle,WA 98168,USA
16/6/2014 00:00,304000,4,2,1810,8750,1,no,1110,700,1967,,12727 SE 191st Pl,Renton,WA 98058,USA
16/6/2014 00:00,415000,4,2,1800,2970,1,no,1000,800,1923,,7502 15th Ave NE,Seattle,WA 98115,USA
10/6/2014 00:00,403000,2,1,1100,3598,1,no,1100,0,1926,1993,3242 15th Ave S,Seattle,WA 98144,USA
16/6/2014 00:00,375000,4,2,1240,3000,1,no,1040,200,1908,1988,549 27th Ave,Seattle,WA 98122,USA
16/6/2014 00:00,410000,4,2,1580,9581,1,no,1580,0,1953,,10221 132nd Ave NE,Kirkland,WA 98033,USA
16/6/2014 00:00,332000,1,1,960,2640,1,no,760,200,1908,1988,2919 E Harrison St,Seattle,WA 98112,USA
16/6/2014 00:00,1095000,4,4,3530,8400,2,no,2630,900,1958,,2420 30th Ave W,Seattle,WA 98199,USA
16/6/2014 00:00,277000,3,1,1100,8536,1,no,1100,0,1957,2001,9615 58th Ave S,Seattle,WA 98118,USA
9/6/2014 00:00,403950,2,1,710,1136,2,no,710,0,1943,,2360 Fairview Ave E,Seattle,WA 98102,USA
16/6/2014 00:00,385000,3,2,1590,9912,2,no,1590,0,2000,,7612 SW 258th Ct,Vashon,WA 98070,USA
5/5/2014 00:00,405000,2,3,1410,1240,2,no,1140,270,2006,,9126 45th Ave SW,Seattle,WA 98136,USA
16/6/2014 00:00,552000,3,1,1120,2300,1,no,820,300,1912,1989,7002 22nd Ave NW,Seattle,WA 98117,USA
16/6/2014 00:00,373000,3,1,1770,5720,1.5,no,1140,630,1926,1993,5232 36th Ave SW,Seattle,WA 98126,USA
8/5/2014 00:00,405000,2,1,1020,8155,1,no,1020,0,1948,,13221 3rd Ave NW,Seattle,WA 98177,USA
16/6/2014 00:00,375000,4,2,2400,6000,2,no,2400,0,1913,1945,9801-9999 NE 183rd St,Bothell,WA 98011,USA
27/5/2014 00:00,405000,2,1,910,6490,1,no,910,0,1942,1999,8221 21st Ave NE,Seattle,WA 98115,USA
16/6/2014 00:00,220000,3,2,1410,7998,1,no,1410,0,1940,2001,11851 44th Pl S,Tukwila,WA 98178,USA
16/6/2014 00:00,435000,3,2,1980,2674,3,no,1980,0,2007,,5451 Fauntleroy Way SW,Seattle,WA 98136,USA
17/6/2014 00:00,210000,1,1,930,7129,1,no,930,0,1948,1994,2126 N 130th St,Seattle,WA 98133,USA
17/6/2014 00:00,560000,5,1,1710,9100,1.5,no,1320,390,1926,1993,7226 36th Ave SW,Seattle,WA 98126,USA
17/6/2014 00:00,272000,3,2,1380,7476,1,no,1380,0,1989,,5002 S 299th Pl,Auburn,WA 98001,USA
17/6/2014 00:00,259000,3,2,1870,5909,1,no,1270,600,1986,,11834 SE 263rd Ct,Kent,WA 98030,USA
6/6/2014 00:00,405000,2,2,1405,1073,2,no,1140,265,2007,,1111 29th Ave,Seattle,WA 98122,USA
19/6/2014 00:00,405000,2,1,1260,4377,1,no,1260,0,1947,1988,9532 Phinney Ave N,Seattle,WA 98103,USA
23/6/2014 00:00,405000,2,1,860,2599,1,no,860,0,1901,,6301-6399 17th Ave NW,Seattle,WA 98107,USA
17/6/2014 00:00,430000,3,2,1730,9000,1,no,1370,360,1978,,975-1005 Greenwood Blvd SW,Issaquah,WA 98027,USA
17/6/2014 00:00,547000,4,1,1720,2800,1.5,no,1200,520,1926,1993,6211 27th Ave NE,Seattle,WA 98115,USA
14/5/2014 00:00,405100,2,1,840,3522,1,no,840,0,1947,2012,2901 W Elmore St,Seattle,WA 98199,USA
17/6/2014 00:00,170000,4,1,1920,13787,1,no,1220,700,1966,,17104 Military Rd S,SeaTac,WA 98188,USA
17/6/2014 00:00,640000,3,2,1380,4800,1,no,1380,0,1948,1994,3415 9th Ave W,Seattle,WA 98119,USA
17/6/2014 00:00,415000,4,2,1610,9600,1,no,1610,0,1967,,7815 116th Ave SE,Newcastle,WA 98056,USA
17/6/2014 00:00,320000,3,1,860,5060,1.5,no,860,0,1927,2011,10537 Interlake Ave N,Seattle,WA 98133,USA
17/6/2014 00:00,229950,3,2,1410,7466,1,no,1410,0,1983,2009,14609 SE 195th Pl,Renton,WA 98058,USA
17/6/2014 00:00,440000,4,2,1450,8400,1.5,no,1450,0,1962,,14114 75th Ave NE,Kirkland,WA 98034,USA
7/7/2014 00:00,406062.5,2,1,1290,4650,1,no,1290,0,1906,1990,312 NE 81st St,Seattle,WA 98115,USA
17/6/2014 00:00,560000,3,2,2340,3477,1,no,1170,1170,1971,,5200 S Frontenac St,Seattle,WA 98118,USA
30/6/2014 00:00,406500,2,1,870,5750,1,no,870,0,1947,1988,4437 49th Ave SW,Seattle,WA 98116,USA
17/6/2014 00:00,729000,3,1,1580,3840,2,no,1580,0,1908,1988,112 10th Ave E,Seattle,WA 98102,USA
17/6/2014 00:00,667500,3,2,1880,3800,1,no,1030,850,1927,,7535 18th Ave NE,Seattle,WA 98115,USA
17/6/2014 00:00,310000,4,2,1870,6000,1.5,no,1870,0,1956,2001,11750 12th Ave NE,Seattle,WA 98125,USA
20/6/2014 00:00,412000,2,1,1260,3960,1,no,690,570,1925,2002,8329 27th Ave NW,Seattle,WA 98117,USA
17/6/2014 00:00,554000,4,1,1120,7104,1.5,no,1120,0,1946,,1212 NW 105th St,Seattle,WA 98177,USA
17/6/2014 00:00,350000,3,2,1380,3600,3,no,1380,0,2013,1923,600 21st Ave,Seattle,WA 98122,USA
17/6/2014 00:00,206000,3,1,1320,7000,1,no,1320,0,1967,,1812 33rd St SE,Auburn,WA 98002,USA
17/6/2014 00:00,1728000,4,3,3700,20570,1,no,1850,1850,1976,1992,1206 86th Ave NE,Bellevue,WA 98004,USA
17/6/2014 00:00,580000,5,2,2700,10875,1,no,1540,1160,1962,,620 151st Pl NE,Bellevue,WA 98007,USA
17/6/2014 00:00,430000,3,1,980,7200,1,no,980,0,1950,1983,3609 49th Ave SW,Seattle,WA 98116,USA
19/5/2014 00:00,413500,2,1,770,4000,1,no,770,0,1924,1956,615 NW 92nd St,Seattle,WA 98117,USA
17/6/2014 00:00,1325000,4,4,4420,16526,2,no,4420,0,2013,1923,SE 21st Ct,Sammamish,WA 98075,USA
18/6/2014 00:00,1600000,6,5,6050,230652,2,no,6050,0,2001,,29236 SE 5th St,Fall City,WA 98024,USA
20/5/2014 00:00,415000,2,1,1050,60113,1,no,1050,0,1943,,3720 S 312th Ln,Auburn,WA 98001,USA
18/6/2014 00:00,284950,3,1,990,10723,1,no,990,0,1960,,12654 156th Ave SE,Renton,WA 98059,USA
18/6/2014 00:00,242000,3,2,1260,8092,1,no,1260,0,1986,,21611 SE 266th St,Maple Valley,WA 98038,USA
18/6/2014 00:00,253779,4,2,2030,9600,1.5,no,1430,600,1947,2012,4821 S 175th St,SeaTac,WA 98188,USA
18/6/2014 00:00,295000,3,2,1380,8682,1,no,1380,0,1966,,19807-19813 10th Pl S,Des Moines,WA 98148,USA
18/6/2014 00:00,562000,5,3,2795,15101,2,no,2795,0,1996,,14308 274th Pl NE,Duvall,WA 98019,USA
18/6/2014 00:00,4489000,4,3,6430,27517,2,no,6430,0,2001,,1149-1199 91st Ave NE,Bellevue,WA 98004,USA
18/6/2014 00:00,190000,1,1,720,4800,1,no,720,0,1914,1996,8044-8112 Rainier Ave S,Seattle,WA 98118,USA
18/6/2014 00:00,1400000,3,2,2020,5500,1.5,no,1790,230,1937,1999,2340 Magnolia Blvd W,Seattle,WA 98199,USA
9/6/2014 00:00,417000,2,1,920,6600,1,no,920,0,1919,2003,6321 51st Ave S,Seattle,WA 98118,USA
18/6/2014 00:00,192500,3,1,1080,8580,1.5,no,1080,0,1900,2005,14490 57th Ave S,Tukwila,WA 98168,USA
18/6/2014 00:00,175000,6,1,1370,5080,1.5,no,1120,250,1931,,8828 12th Ave SW,Seattle,WA 98106,USA
18/6/2014 00:00,410000,4,2,1970,10500,1,no,1820,150,1961,2004,13666 17th Ave SW,Burien,WA 98166,USA
18/6/2014 00:00,688000,3,3,3450,16200,2,no,3450,0,1983,2009,22401 NE 25th Way,Sammamish,WA 98074,USA
18/6/2014 00:00,424000,3,2,1670,7700,1,no,1170,500,1972,2002,10526 NE 139th St,Kirkland,WA 98034,USA
18/6/2014 00:00,300000,3,1,910,7700,1,no,910,0,1971,,14200-14230 77th Ave NE,Kirkland,WA 98034,USA
